country,subject,category,scope,matchgoer_subject_id(s),reconciliation_status,catalogue_status,reconciliation_note,editorial_label,short_explanation,discovery_value,lead_priority,evidence_url,evidence_season,editorial_status,evidence_note
Germany,Max-Morlock-Stadion,CLASSIC_GROUND,VENUE,23062,READY,ACTIVE,Canonical venue resolved (exact name/alias),Classic ground,A traditional German football ground whose character and continuity add to the matchday.,Medium,NORMAL,,,APPROVED,
Germany,Ostseestadion,CLASSIC_GROUND,VENUE,23374,READY,ACTIVE,Canonical venue resolved (exact name/alias),Classic ground,A traditional German football ground whose character and continuity add to the matchday.,Medium,NORMAL,,,APPROVED,
Germany,Olympiastadion Berlin,FOOTBALL_LANDMARK,VENUE,23059,READY,ACTIVE,Canonical venue resolved (exact name/alias),Football landmark,A venue with exceptional significance in German football history.,Medium,NORMAL,,,APPROVED,
Germany,Fritz-Walter-Stadion,FOOTBALL_LANDMARK,VENUE,23073,READY,ACTIVE,Canonical venue resolved (exact name/alias),Football landmark,A venue with exceptional significance in German football history.,Medium,NORMAL,,,APPROVED,
Germany,Max-Morlock-Stadion,FOOTBALL_LANDMARK,VENUE,23062,READY,ACTIVE,Canonical venue resolved (exact name/alias),Football landmark,A venue with exceptional significance in German football history.,Medium,NORMAL,,,APPROVED,
Germany,Ludwigsparkstadion,FOOTBALL_LANDMARK,VENUE,,NOT_IN_CURRENT_INVENTORY,DORMANT_NOT_IN_INVENTORY,Venue is absent from current fixtures and aliases,Football landmark,A venue with exceptional significance in German football history.,Medium,NORMAL,,,APPROVED,
Germany,Westfalenstadion,FOOTBALL_LANDMARK,VENUE,,NOT_IN_CURRENT_INVENTORY,DORMANT_NOT_IN_INVENTORY,Venue is absent from current fixtures and aliases,Football landmark,A venue with exceptional significance in German football history.,Medium,NORMAL,,,APPROVED,
Germany,Fritz-Walter-Stadion,UNIQUE_SETTING,VENUE,23073,READY,ACTIVE,Canonical venue resolved (exact name/alias),Betzenberg setting,"A near-50,000-capacity ground towering above the city on the Betzenberg.",Very High,LEAD,,,APPROVED,
Germany,Voith-Arena,UNIQUE_SETTING,VENUE,23066,READY,ACTIVE,Canonical venue resolved (exact name/alias),Germany's highest pro ground,"The highest stadium in German professional football, around 555m above sea level.",Very High,LEAD,,,APPROVED,
Germany,Hansa Rostock,EXCEPTIONAL_SUPPORT,TEAM,1321,READY,ACTIVE,Canonical team resolved (exact),Exceptional support,"2025/26 average home attendance 24,948, around 2.38× the 3. Liga average.",Very High,LEAD,https://www.dfb.de/news/rekorde-talente-fans-die-highlightfakten-der-3-liga,2025/26,APPROVED_EVIDENCE,"2025/26 completed season; league average 10,470."
Germany,Alemannia Aachen,EXCEPTIONAL_SUPPORT,TEAM,4259,READY,ACTIVE,Canonical team resolved (exact),Exceptional support,"2025/26 average home attendance 23,098, around 2.21× the 3. Liga average.",Very High,LEAD,https://www.dfb.de/news/rekorde-talente-fans-die-highlightfakten-der-3-liga,2025/26,APPROVED_EVIDENCE,"2025/26 completed season; league average 10,470."
Germany,MSV Duisburg,EXCEPTIONAL_SUPPORT,TEAM,187,READY,ACTIVE,Canonical team resolved (exact),Exceptional support,"2025/26 average home attendance 22,949, around 2.19× the 3. Liga average.",Very High,LEAD,https://www.dfb.de/news/rekorde-talente-fans-die-highlightfakten-der-3-liga,2025/26,APPROVED_EVIDENCE,"2025/26 completed season; league average 10,470."
Germany,Rot-Weiss Essen,EXCEPTIONAL_SUPPORT,TEAM,1621,READY,ACTIVE,Canonical team resolved (exact),Exceptional support,"2025/26 average home attendance 17,361, around 1.66× the 3. Liga average.",Very High,LEAD,https://www.dfb.de/news/rekorde-talente-fans-die-highlightfakten-der-3-liga,2025/26,APPROVED_EVIDENCE,"2025/26 completed season; league average 10,470."
Spain,Real Madrid — Barcelona,SIGNIFICANT_RIVALRY,TEAM_PAIR,529;541,READY,ACTIVE,Canonical pair resolved (exact; exact),El Clásico,A genuine Spanish rivalry or derby that adds meaningful context to the fixture.,Medium,NORMAL,,,APPROVED,
Spain,Real Madrid — Atlético Madrid,SIGNIFICANT_RIVALRY,TEAM_PAIR,530;541,READY,ACTIVE,Canonical pair resolved (exact; exact),Madrid Derby,A genuine Spanish rivalry or derby that adds meaningful context to the fixture.,Medium,NORMAL,,,APPROVED,
Spain,Barcelona — Espanyol,SIGNIFICANT_RIVALRY,TEAM_PAIR,529;540,READY,ACTIVE,Canonical pair resolved (exact; exact),Barcelona Derby,A genuine Spanish rivalry or derby that adds meaningful context to the fixture.,Medium,NORMAL,,,APPROVED,
Spain,Sevilla — Real Betis,SIGNIFICANT_RIVALRY,TEAM_PAIR,536;543,READY,ACTIVE,Canonical pair resolved (exact; exact),Seville Derby,A genuine Spanish rivalry or derby that adds meaningful context to the fixture.,Medium,NORMAL,,,APPROVED,
Spain,Athletic Club — Real Sociedad,SIGNIFICANT_RIVALRY,TEAM_PAIR,531;548,READY,ACTIVE,Canonical pair resolved (exact; exact),Basque Derby,A genuine Spanish rivalry or derby that adds meaningful context to the fixture.,Medium,NORMAL,,,APPROVED,
Spain,Sporting Gijón — Real Oviedo,SIGNIFICANT_RIVALRY,TEAM_PAIR,718;731,READY,ACTIVE,Canonical pair resolved (exact; exact),Asturian Derby,A genuine Spanish rivalry or derby that adds meaningful context to the fixture.,High,NORMAL,,,APPROVED,
Spain,Celta Vigo — Deportivo La Coruña,SIGNIFICANT_RIVALRY,TEAM_PAIR,538;544,READY,ACTIVE,Canonical pair resolved (exact; exact),Galician Derby,A genuine Spanish rivalry or derby that adds meaningful context to the fixture.,Medium,NORMAL,,,APPROVED,
Spain,Valencia — Levante,SIGNIFICANT_RIVALRY,TEAM_PAIR,532;539,READY,ACTIVE,Canonical pair resolved (exact; exact),Valencia Derby,A genuine Spanish rivalry or derby that adds meaningful context to the fixture.,Medium,NORMAL,,,APPROVED,
Spain,Villarreal — Valencia,SIGNIFICANT_RIVALRY,TEAM_PAIR,532;533,READY,ACTIVE,Canonical pair resolved (exact; exact),Valencian rivalry,A genuine Spanish rivalry or derby that adds meaningful context to the fixture.,Medium,NORMAL,,,APPROVED,
Spain,Real Betis — Cádiz,SIGNIFICANT_RIVALRY,TEAM_PAIR,543;724,READY,ACTIVE,Canonical pair resolved (exact; exact),Andalusian rivalry,A genuine Spanish rivalry or derby that adds meaningful context to the fixture.,Medium,NORMAL,,,APPROVED,
Spain,Málaga — Granada,SIGNIFICANT_RIVALRY,TEAM_PAIR,535;715,READY,ACTIVE,Canonical pair resolved (exact; deterministic alias),Andalusian rivalry,A genuine Spanish rivalry or derby that adds meaningful context to the fixture.,Medium,NORMAL,,,APPROVED,
Spain,Tenerife — Las Palmas,SIGNIFICANT_RIVALRY,TEAM_PAIR,534;719,READY,ACTIVE,Canonical pair resolved (exact; exact),Canary Islands Derby,A genuine Spanish rivalry or derby that adds meaningful context to the fixture.,High,NORMAL,,,APPROVED,
Spain,Real Murcia — Cartagena,SIGNIFICANT_RIVALRY,TEAM_PAIR,5262;5275,READY,ACTIVE,Canonical pair resolved (exact; deterministic alias),Murcia regional derby,A genuine Spanish rivalry or derby that adds meaningful context to the fixture.,High,NORMAL,,,APPROVED,
Spain,Elche — Hércules,SIGNIFICANT_RIVALRY,TEAM_PAIR,797;4666,READY,ACTIVE,Canonical pair resolved (exact; exact),Alicante provincial derby,A genuine Spanish rivalry or derby that adds meaningful context to the fixture.,High,NORMAL,,,APPROVED,
Spain,Cádiz — Xerez,SIGNIFICANT_RIVALRY,TEAM_PAIR,,NOT_IN_CURRENT_INVENTORY,DORMANT_NOT_IN_INVENTORY,One or both teams are absent from current fixtures,Cádiz provincial rivalry,A genuine Spanish rivalry or derby that adds meaningful context to the fixture.,Medium,NORMAL,,,APPROVED,
Spain,Athletic Club — Osasuna,SIGNIFICANT_RIVALRY,TEAM_PAIR,531;727,READY,ACTIVE,Canonical pair resolved (exact; exact),Northern regional rivalry,A genuine Spanish rivalry or derby that adds meaningful context to the fixture.,Medium,NORMAL,,,APPROVED,
Spain,Real Sociedad — Osasuna,SIGNIFICANT_RIVALRY,TEAM_PAIR,548;727,READY,ACTIVE,Canonical pair resolved (exact; exact),Northern regional rivalry,A genuine Spanish rivalry or derby that adds meaningful context to the fixture.,Medium,NORMAL,,,APPROVED,
Spain,Eibar — Real Sociedad,SIGNIFICANT_RIVALRY,TEAM_PAIR,545;548,READY,ACTIVE,Canonical pair resolved (exact; exact),Basque regional rivalry,A genuine Spanish rivalry or derby that adds meaningful context to the fixture.,Medium,NORMAL,,,APPROVED,
Spain,Mestalla,CLASSIC_GROUND,VENUE,23263,READY,ACTIVE,Canonical venue resolved (unique contained name/alias),Classic ground,A Spanish ground whose surviving character and football continuity make it worth seeking out.,High,NORMAL,,,APPROVED,
Spain,Estadio de Vallecas,CLASSIC_GROUND,VENUE,23276,READY,ACTIVE,Canonical venue resolved (exact name/alias),Classic ground,A Spanish ground whose surviving character and football continuity make it worth seeking out.,High,NORMAL,,,APPROVED,
Spain,Ramón Sánchez-Pizjuán,CLASSIC_GROUND,VENUE,23265,READY,ACTIVE,Canonical venue resolved (unique contained name/alias),Classic ground,A Spanish ground whose surviving character and football continuity make it worth seeking out.,High,NORMAL,,,APPROVED,
Spain,El Molinón,CLASSIC_GROUND,VENUE,23564,READY,ACTIVE,Canonical venue resolved (unique contained name/alias),Classic ground,A Spanish ground whose surviving character and football continuity make it worth seeking out.,High,NORMAL,,,APPROVED,
Spain,Balaídos,CLASSIC_GROUND,VENUE,23266,READY,ACTIVE,Canonical venue resolved (unique contained name/alias),Classic ground,A Spanish ground whose surviving character and football continuity make it worth seeking out.,High,NORMAL,,,APPROVED,
Spain,La Romareda,CLASSIC_GROUND,VENUE,23233,READY,ACTIVE,Canonical venue resolved (unique contained name/alias),Classic ground,A Spanish ground whose surviving character and football continuity make it worth seeking out.,High,NORMAL,,,APPROVED,
Spain,El Sardinero,CLASSIC_GROUND,VENUE,23278,READY,ACTIVE,Canonical venue resolved (unique contained name/alias),Classic ground,A Spanish ground whose surviving character and football continuity make it worth seeking out.,High,NORMAL,,,APPROVED,
Spain,Nuevo Mirandilla,CLASSIC_GROUND,VENUE,23563,READY,ACTIVE,Canonical venue resolved (unique contained name/alias),Classic ground,A Spanish ground whose surviving character and football continuity make it worth seeking out.,High,NORMAL,,,APPROVED,
Spain,Riazor,CLASSIC_GROUND,VENUE,23272,READY,ACTIVE,Canonical venue resolved (unique contained name/alias),Classic ground,A Spanish ground whose surviving character and football continuity make it worth seeking out.,High,NORMAL,,,APPROVED,
Spain,Heliodoro Rodríguez López,CLASSIC_GROUND,VENUE,23559,READY,ACTIVE,Canonical venue resolved (unique contained name/alias),Classic ground,A Spanish ground whose surviving character and football continuity make it worth seeking out.,High,NORMAL,,,APPROVED,
Spain,Ipurua,CLASSIC_GROUND,VENUE,23554,READY,ACTIVE,Canonical venue resolved (unique contained name/alias),Classic ground,A Spanish ground whose surviving character and football continuity make it worth seeking out.,High,NORMAL,,,APPROVED,
Spain,Santiago Bernabéu,FOOTBALL_LANDMARK,VENUE,23269,READY,ACTIVE,Human-reviewed identity: Real Madrid team 541 and current fixtures resolve to venue 23269/provider venue 1456,Football landmark,A venue with exceptional significance in Spanish football history.,Low,NORMAL,,,APPROVED,
Spain,Camp Nou,FOOTBALL_LANDMARK,VENUE,23260,READY,ACTIVE,Canonical venue resolved (exact name/alias),Football landmark,A venue with exceptional significance in Spanish football history.,Low,NORMAL,,,APPROVED,
Spain,Mestalla,FOOTBALL_LANDMARK,VENUE,23263,READY,ACTIVE,Canonical venue resolved (unique contained name/alias),Football landmark,A venue with exceptional significance in Spanish football history.,Medium,NORMAL,,,APPROVED,
Spain,San Mamés,FOOTBALL_LANDMARK,VENUE,23262,READY,ACTIVE,Canonical venue resolved (unique contained name/alias),Football landmark,A venue with exceptional significance in Spanish football history.,Medium,NORMAL,,,APPROVED,
Spain,El Molinón,FOOTBALL_LANDMARK,VENUE,23564,READY,ACTIVE,Canonical venue resolved (unique contained name/alias),Football landmark,A venue with exceptional significance in Spanish football history.,Medium,NORMAL,,,APPROVED,
Spain,Ramón Sánchez-Pizjuán,FOOTBALL_LANDMARK,VENUE,23265,READY,ACTIVE,Canonical venue resolved (unique contained name/alias),Football landmark,A venue with exceptional significance in Spanish football history.,Medium,NORMAL,,,APPROVED,
Spain,Ipurua,UNIQUE_SETTING,VENUE,23554,READY,ACTIVE,Canonical venue resolved (unique contained name/alias),Eibar hillside setting,"A compact football ground squeezed into Eibar's steep, dense Basque urban landscape.",Very High,LEAD,,,APPROVED,
Spain,Estadio de Vallecas,UNIQUE_SETTING,VENUE,23276,READY,ACTIVE,Canonical venue resolved (exact name/alias),Vallecas neighbourhood setting,A football ground embedded directly into the identity and streets of Vallecas.,Very High,LEAD,,,APPROVED,
Italy,Inter — AC Milan,SIGNIFICANT_RIVALRY,TEAM_PAIR,489;505,READY,ACTIVE,Canonical pair resolved (exact; exact),Derby della Madonnina,A genuine Italian rivalry fixture with matchgoing context worth surfacing.,Medium,NORMAL,,,APPROVED,
Italy,Roma — Lazio,SIGNIFICANT_RIVALRY,TEAM_PAIR,487;497,READY,ACTIVE,Canonical pair resolved (deterministic alias; exact),Derby della Capitale,A genuine Italian rivalry fixture with matchgoing context worth surfacing.,Medium,NORMAL,,,APPROVED,
Italy,Juventus — Inter,SIGNIFICANT_RIVALRY,TEAM_PAIR,496;505,READY,ACTIVE,Canonical pair resolved (exact; exact),Derby d'Italia,A genuine Italian rivalry fixture with matchgoing context worth surfacing.,Medium,NORMAL,,,APPROVED,
Italy,Juventus — Torino,SIGNIFICANT_RIVALRY,TEAM_PAIR,496;503,READY,ACTIVE,Canonical pair resolved (exact; exact),Derby della Mole,A genuine Italian rivalry fixture with matchgoing context worth surfacing.,Medium,NORMAL,,,APPROVED,
Italy,Genoa — Sampdoria,SIGNIFICANT_RIVALRY,TEAM_PAIR,495;498,READY,ACTIVE,Canonical pair resolved (exact; exact),Derby della Lanterna,A genuine Italian rivalry fixture with matchgoing context worth surfacing.,Medium,NORMAL,,,APPROVED,
Italy,Napoli — Roma,SIGNIFICANT_RIVALRY,TEAM_PAIR,492;497,READY,ACTIVE,Canonical pair resolved (exact; deterministic alias),Southern rivalry,A genuine Italian rivalry fixture with matchgoing context worth surfacing.,Medium,NORMAL,,,APPROVED,
Italy,Fiorentina — Juventus,SIGNIFICANT_RIVALRY,TEAM_PAIR,496;502,READY,ACTIVE,Canonical pair resolved (exact; exact),Historic rivalry,A genuine Italian rivalry fixture with matchgoing context worth surfacing.,Medium,NORMAL,,,APPROVED,
Italy,Bologna — Parma,SIGNIFICANT_RIVALRY,TEAM_PAIR,500;523,READY,ACTIVE,Canonical pair resolved (exact; exact),Emilia rivalry,A genuine Italian rivalry fixture with matchgoing context worth surfacing.,Medium,NORMAL,,,APPROVED,
Italy,Bologna — Fiorentina,SIGNIFICANT_RIVALRY,TEAM_PAIR,500;502,READY,ACTIVE,Canonical pair resolved (exact; exact),Apennine rivalry,A genuine Italian rivalry fixture with matchgoing context worth surfacing.,Medium,NORMAL,,,APPROVED,
Italy,Atalanta — Brescia,SIGNIFICANT_RIVALRY,TEAM_PAIR,,NOT_IN_CURRENT_INVENTORY,DORMANT_NOT_IN_INVENTORY,Human-reviewed dormant: historical Brescia must not be mapped to Union Brescia,Lombardy rivalry,A genuine Italian rivalry fixture with matchgoing context worth surfacing.,Medium,NORMAL,,,APPROVED,
Italy,Palermo — Catania,SIGNIFICANT_RIVALRY,TEAM_PAIR,,NOT_IN_CURRENT_INVENTORY,DORMANT_NOT_IN_INVENTORY,One or both teams are absent from current fixtures,Sicilian Derby,A genuine Italian rivalry fixture with matchgoing context worth surfacing.,Medium,NORMAL,,,APPROVED,
Italy,Bari — Lecce,SIGNIFICANT_RIVALRY,TEAM_PAIR,,NOT_IN_CURRENT_INVENTORY,DORMANT_NOT_IN_INVENTORY,One or both teams are absent from current fixtures,Apulian Derby,A genuine Italian rivalry fixture with matchgoing context worth surfacing.,Medium,NORMAL,,,APPROVED,
Italy,Verona — Vicenza,SIGNIFICANT_RIVALRY,TEAM_PAIR,504;1584,READY,ACTIVE,Canonical pair resolved (exact; deterministic alias),Veneto rivalry,A genuine Italian rivalry fixture with matchgoing context worth surfacing.,Medium,NORMAL,,,APPROVED,
Italy,Verona — Brescia,SIGNIFICANT_RIVALRY,TEAM_PAIR,,NOT_IN_CURRENT_INVENTORY,DORMANT_NOT_IN_INVENTORY,Human-reviewed dormant: historical Brescia must not be mapped to Union Brescia,Regional rivalry,A genuine Italian rivalry fixture with matchgoing context worth surfacing.,Medium,NORMAL,,,APPROVED,
Italy,Pisa — Livorno,SIGNIFICANT_RIVALRY,TEAM_PAIR,801;868,READY,ACTIVE,Canonical pair resolved (exact; exact),Tuscan Derby,A genuine Italian rivalry fixture with matchgoing context worth surfacing.,Medium,NORMAL,,,APPROVED,
Italy,Spezia — Pisa,SIGNIFICANT_RIVALRY,TEAM_PAIR,515;801,READY,ACTIVE,Canonical pair resolved (exact; exact),Regional rivalry,A genuine Italian rivalry fixture with matchgoing context worth surfacing.,Medium,NORMAL,,,APPROVED,
Italy,Perugia — Ternana,SIGNIFICANT_RIVALRY,TEAM_PAIR,,NOT_IN_CURRENT_INVENTORY,DORMANT_NOT_IN_INVENTORY,One or both teams are absent from current fixtures,Umbria Derby,A genuine Italian rivalry fixture with matchgoing context worth surfacing.,Medium,NORMAL,,,APPROVED,
Italy,Reggiana — Parma,SIGNIFICANT_RIVALRY,TEAM_PAIR,523;880,READY,ACTIVE,Canonical pair resolved (exact; exact),Emilia derby,A genuine Italian rivalry fixture with matchgoing context worth surfacing.,Medium,NORMAL,,,APPROVED,
Italy,Cesena — Rimini,SIGNIFICANT_RIVALRY,TEAM_PAIR,,NOT_IN_CURRENT_INVENTORY,DORMANT_NOT_IN_INVENTORY,One or both teams are absent from current fixtures,Romagna derby,A genuine Italian rivalry fixture with matchgoing context worth surfacing.,Medium,NORMAL,,,APPROVED,
Italy,Modena — Bologna,SIGNIFICANT_RIVALRY,TEAM_PAIR,500;899,READY,ACTIVE,Canonical pair resolved (exact; exact),Emilia rivalry,A genuine Italian rivalry fixture with matchgoing context worth surfacing.,Medium,NORMAL,,,APPROVED,
Italy,Modena — Reggiana,SIGNIFICANT_RIVALRY,TEAM_PAIR,880;899,READY,ACTIVE,Canonical pair resolved (exact; exact),Emilia derby,A genuine Italian rivalry fixture with matchgoing context worth surfacing.,Medium,NORMAL,,,APPROVED,
Italy,Padova — Vicenza,SIGNIFICANT_RIVALRY,TEAM_PAIR,870;1584,READY,ACTIVE,Canonical pair resolved (exact; deterministic alias),Veneto rivalry,A genuine Italian rivalry fixture with matchgoing context worth surfacing.,Medium,NORMAL,,,APPROVED,
Italy,Triestina — Udinese,SIGNIFICANT_RIVALRY,TEAM_PAIR,,NOT_IN_CURRENT_INVENTORY,DORMANT_NOT_IN_INVENTORY,One or both teams are absent from current fixtures,Friuli-Venezia Giulia rivalry,A genuine Italian rivalry fixture with matchgoing context worth surfacing.,Medium,NORMAL,,,APPROVED,
Italy,Catanzaro — Cosenza,SIGNIFICANT_RIVALRY,TEAM_PAIR,,NOT_IN_CURRENT_INVENTORY,DORMANT_NOT_IN_INVENTORY,One or both teams are absent from current fixtures,Calabrian Derby,A genuine Italian rivalry fixture with matchgoing context worth surfacing.,Medium,NORMAL,,,APPROVED,
Italy,Reggina — Messina,SIGNIFICANT_RIVALRY,TEAM_PAIR,,NOT_IN_CURRENT_INVENTORY,DORMANT_NOT_IN_INVENTORY,Human-reviewed dormant: Reggina is not Reggiana and the approved pair is absent,Strait Derby,A genuine Italian rivalry fixture with matchgoing context worth surfacing.,Medium,NORMAL,,,APPROVED,
Italy,Salernitana — Avellino,SIGNIFICANT_RIVALRY,TEAM_PAIR,,NOT_IN_CURRENT_INVENTORY,DORMANT_NOT_IN_INVENTORY,One or both teams are absent from current fixtures,Campania rivalry,A genuine Italian rivalry fixture with matchgoing context worth surfacing.,Medium,NORMAL,,,APPROVED,
Italy,Napoli — Salernitana,SIGNIFICANT_RIVALRY,TEAM_PAIR,,NOT_IN_CURRENT_INVENTORY,DORMANT_NOT_IN_INVENTORY,One or both teams are absent from current fixtures,Campania rivalry,A genuine Italian rivalry fixture with matchgoing context worth surfacing.,Medium,NORMAL,,,APPROVED,
Italy,Palermo — Messina,SIGNIFICANT_RIVALRY,TEAM_PAIR,,NOT_IN_CURRENT_INVENTORY,DORMANT_NOT_IN_INVENTORY,One or both teams are absent from current fixtures,Sicilian rivalry,A genuine Italian rivalry fixture with matchgoing context worth surfacing.,Medium,NORMAL,,,APPROVED,
Italy,Luigi Ferraris,CLASSIC_GROUND,VENUE,23104,READY,ACTIVE,Canonical venue resolved (unique contained name/alias),Classic ground,"A surviving Italian football experience with distinctive history, structure or neighbourhood character.",High,NORMAL,,,APPROVED,
Italy,Renato Dall'Ara,CLASSIC_GROUND,VENUE,23107,READY,ACTIVE,Canonical venue resolved (unique contained name/alias),Classic ground,"A surviving Italian football experience with distinctive history, structure or neighbourhood character.",High,NORMAL,,,APPROVED,
Italy,Artemio Franchi,CLASSIC_GROUND,VENUE,23108,READY,ACTIVE,Canonical venue resolved (unique contained name/alias),Classic ground,"A surviving Italian football experience with distinctive history, structure or neighbourhood character.",High,NORMAL,,,APPROVED,
Italy,San Siro,CLASSIC_GROUND,VENUE,23100,READY,ACTIVE,Canonical venue resolved (exact name/alias),Classic ground,"A surviving Italian football experience with distinctive history, structure or neighbourhood character.",High,NORMAL,,,APPROVED,
Italy,Stadio Olimpico,CLASSIC_GROUND,VENUE,23098,READY,ACTIVE,Canonical venue resolved (exact name/alias),Classic ground,"A surviving Italian football experience with distinctive history, structure or neighbourhood character.",High,NORMAL,,,APPROVED,
Italy,Ennio Tardini,CLASSIC_GROUND,VENUE,23112,READY,ACTIVE,Canonical venue resolved (unique contained name/alias),Classic ground,"A surviving Italian football experience with distinctive history, structure or neighbourhood character.",High,NORMAL,,,APPROVED,
Italy,Stadio Arechi,CLASSIC_GROUND,VENUE,,NOT_IN_CURRENT_INVENTORY,DORMANT_NOT_IN_INVENTORY,Venue is absent from current fixtures and aliases,Classic ground,"A surviving Italian football experience with distinctive history, structure or neighbourhood character.",High,NORMAL,,,APPROVED,
Italy,Renzo Barbera,CLASSIC_GROUND,VENUE,23122,READY,ACTIVE,Canonical venue resolved (unique contained name/alias),Classic ground,"A surviving Italian football experience with distinctive history, structure or neighbourhood character.",High,NORMAL,,,APPROVED,
Italy,Via del Mare,CLASSIC_GROUND,VENUE,23113,READY,ACTIVE,Canonical venue resolved (unique contained name/alias),Classic ground,"A surviving Italian football experience with distinctive history, structure or neighbourhood character.",High,NORMAL,,,APPROVED,
Italy,Arena Garibaldi,CLASSIC_GROUND,VENUE,23125,READY,ACTIVE,Canonical venue resolved (unique contained name/alias),Classic ground,"A surviving Italian football experience with distinctive history, structure or neighbourhood character.",High,NORMAL,,,APPROVED,
Italy,Pier Luigi Penzo,CLASSIC_GROUND,VENUE,,NOT_IN_CURRENT_INVENTORY,DORMANT_NOT_IN_INVENTORY,Venue is absent from current fixtures and aliases,Classic ground,"A surviving Italian football experience with distinctive history, structure or neighbourhood character.",High,NORMAL,,,APPROVED,
Italy,San Siro,FOOTBALL_LANDMARK,VENUE,23100,ALREADY_PUBLISHED,ALREADY_ACTIVE,Equivalent published DECIDE fact already exists,Football landmark,A venue with exceptional significance in Italian football history.,Medium,NORMAL,,,APPROVED,
Italy,Stadio Olimpico,FOOTBALL_LANDMARK,VENUE,23098,READY,ACTIVE,Canonical venue resolved (exact name/alias),Football landmark,A venue with exceptional significance in Italian football history.,Medium,NORMAL,,,APPROVED,
Italy,Luigi Ferraris,FOOTBALL_LANDMARK,VENUE,23104,READY,ACTIVE,Canonical venue resolved (unique contained name/alias),Football landmark,A venue with exceptional significance in Italian football history.,Medium,NORMAL,,,APPROVED,
Italy,Renato Dall'Ara,FOOTBALL_LANDMARK,VENUE,23107,READY,ACTIVE,Canonical venue resolved (unique contained name/alias),Football landmark,A venue with exceptional significance in Italian football history.,Medium,NORMAL,,,APPROVED,
Italy,Artemio Franchi,FOOTBALL_LANDMARK,VENUE,23108,READY,ACTIVE,Canonical venue resolved (unique contained name/alias),Football landmark,A venue with exceptional significance in Italian football history.,Medium,NORMAL,,,APPROVED,
Italy,Stadio Diego Armando Maradona,FOOTBALL_LANDMARK,VENUE,23102,READY,ACTIVE,Canonical venue resolved (exact name/alias),Football landmark,A venue with exceptional significance in Italian football history.,Medium,NORMAL,,,APPROVED,
Italy,Pier Luigi Penzo,UNIQUE_SETTING,VENUE,,NOT_IN_CURRENT_INVENTORY,DORMANT_NOT_IN_INVENTORY,Venue is absent from current fixtures and aliases,Football on the Venetian lagoon,"Reach one of Italy's oldest football grounds on Sant'Elena, at the edge of the Venetian lagoon.",Very High,LEAD,,,APPROVED,
Italy,Luigi Ferraris,UNIQUE_SETTING,VENUE,23104,READY,ACTIVE,Canonical venue resolved (unique contained name/alias),Marassi neighbourhood setting,A historic football ground tightly embedded in Genoa's dense Marassi neighbourhood.,High,NORMAL,,,REVIEW,
France,Paris Saint-Germain — Marseille,SIGNIFICANT_RIVALRY,TEAM_PAIR,81;85,READY,ACTIVE,Canonical pair resolved (exact; exact),Le Classique,A genuine French derby or regional rivalry worth surfacing when the fixture occurs.,Medium,NORMAL,,,APPROVED,
France,Lyon — Saint-Étienne,SIGNIFICANT_RIVALRY,TEAM_PAIR,80;1063,READY,ACTIVE,Canonical pair resolved (exact; exact),Rhône derby,A genuine French derby or regional rivalry worth surfacing when the fixture occurs.,Medium,NORMAL,,,APPROVED,
France,Lens — Lille,SIGNIFICANT_RIVALRY,TEAM_PAIR,79;116,READY,ACTIVE,Canonical pair resolved (exact; exact),Derby du Nord,A genuine French derby or regional rivalry worth surfacing when the fixture occurs.,Medium,NORMAL,,,APPROVED,
France,Monaco — Nice,SIGNIFICANT_RIVALRY,TEAM_PAIR,84;91,READY,ACTIVE,Canonical pair resolved (exact; exact),Côte d'Azur Derby,A genuine French derby or regional rivalry worth surfacing when the fixture occurs.,Medium,NORMAL,,,APPROVED,
France,Nantes — Rennes,SIGNIFICANT_RIVALRY,TEAM_PAIR,83;94,READY,ACTIVE,Canonical pair resolved (exact; exact),Western rivalry,A genuine French derby or regional rivalry worth surfacing when the fixture occurs.,Medium,NORMAL,,,APPROVED,
France,Bordeaux — Toulouse,SIGNIFICANT_RIVALRY,TEAM_PAIR,,NOT_IN_CURRENT_INVENTORY,DORMANT_NOT_IN_INVENTORY,One or both teams are absent from current fixtures,Derby de la Garonne,A genuine French derby or regional rivalry worth surfacing when the fixture occurs.,Medium,NORMAL,,,APPROVED,
France,Marseille — Lyon,SIGNIFICANT_RIVALRY,TEAM_PAIR,80;81,READY,ACTIVE,Canonical pair resolved (exact; exact),Olympico,A genuine French derby or regional rivalry worth surfacing when the fixture occurs.,Medium,NORMAL,,,APPROVED,
France,Paris Saint-Germain — Paris FC,SIGNIFICANT_RIVALRY,TEAM_PAIR,85;114,READY,ACTIVE,Canonical pair resolved (exact; exact),Paris Derby,A genuine French derby or regional rivalry worth surfacing when the fixture occurs.,Medium,NORMAL,,,APPROVED,
France,Metz — Nancy,SIGNIFICANT_RIVALRY,TEAM_PAIR,102;112,READY,ACTIVE,Canonical pair resolved (exact; exact),Lorraine Derby,A genuine French derby or regional rivalry worth surfacing when the fixture occurs.,Medium,NORMAL,,,APPROVED,
France,Metz — Strasbourg,SIGNIFICANT_RIVALRY,TEAM_PAIR,95;112,READY,ACTIVE,Canonical pair resolved (exact; exact),Eastern rivalry,A genuine French derby or regional rivalry worth surfacing when the fixture occurs.,Medium,NORMAL,,,APPROVED,
